record_id,date,city,season,temperature,feels_like_temperature,condition,humidity,pressure,wind_speed,cloud_cover,precipitation_probability,uv_index,visibility_km
806,2031-11-03,New York,Winter,-5.2,-6.2,Cloudy,39,1017,25,73,28,4,9
807,2031-11-08,Mumbai,Summer,41.5,41.5,Cloudy,35,1009,1,61,29,4,14
808,2031-11-13,Dubai,Summer,50.0,50.2,Cloudy,86,1003,31,57,29,1,7
809,2031-11-18,Mumbai,Spring,25.2,19.8,Partly Cloudy,30,1022,47,21,24,7,28
810,2031-11-23,Singapore,Spring,24.5,27.0,Cloudy,87,1019,4,66,49,1,12
811,2031-11-28,Tokyo,Spring,22.0,18.8,Cloudy,50,986,36,74,52,4,7
812,2031-12-03,Dubai,Winter,23.2,23.4,Rainy,85,1015,30,88,61,1,4
813,2031-12-08,London,Winter,2.8,2.8,Partly Cloudy,49,1017,11,47,21,6,10
814,2031-12-13,Mumbai,Spring,22.8,22.0,Sunny,83,995,34,7,0,7,22
815,2031-12-18,Paris,Spring,10.7,8.9,Cloudy,54,994,29,72,47,2,14
816,2031-12-23,London,Winter,4.1,-1.3,Sunny,57,1025,47,14,0,10,15
817,2031-12-28,Toronto,Fall,10.6,10.6,Partly Cloudy,34,1002,5,31,23,4,20
818,2032-01-02,Toronto,Winter,-14.6,-14.6,Cloudy,50,991,14,52,33,2,12
819,2032-01-07,New York,Winter,-4.2,-4.2,Cloudy,47,1008,14,66,29,3,7
820,2032-01-12,Tokyo,Winter,-0.5,-0.5,Sunny,76,1023,15,3,1,11,20
821,2032-01-17,Singapore,Spring,29.3,31.7,Partly Cloudy,86,1027,19,29,18,7,15
822,2032-01-22,Dubai,Fall,23.5,23.5,Sunny,48,994,12,12,0,10,21
823,2032-01-27,Sydney,Winter,22.9,21.9,Partly Cloudy,94,1008,43,20,9,4,27
824,2032-02-01,Paris,Spring,16.7,12.5,Partly Cloudy,32,1024,41,40,26,5,12
825,2032-02-06,Mumbai,Summer,36.9,32.0,Sunny,71,1022,45,18,1,9,22
826,2032-02-11,Singapore,Summer,33.5,31.5,Partly Cloudy,50,1028,30,47,7,4,13
827,2032-02-16,London,Winter,3.4,0.8,Partly Cloudy,69,1000,33,85,20,4,18
828,2032-02-21,Toronto,Summer,21.5,19.9,Cloudy,54,994,28,62,37,3,8
829,2032-02-26,Paris,Fall,4.9,4.9,Sunny,84,993,2,19,3,8,16
830,2032-03-02,Sydney,Summer,26.0,27.6,Cloudy,81,1021,8,63,49,4,12
831,2032-03-07,Dubai,Summer,44.8,45.2,Partly Cloudy,73,1023,10,36,9,6,24
832,2032-03-12,New York,Fall,13.1,13.1,Partly Cloudy,85,995,10,30,12,4,11
833,2032-03-17,Sydney,Winter,20.7,22.0,Rainy,84,994,24,73,65,2,4
834,2032-03-22,Paris,Winter,0.3,0.1,Sunny,48,1021,21,17,8,9,14
835,2032-03-27,Sydney,Fall,22.2,18.0,Sunny,36,983,41,19,2,8,15
836,2032-04-01,Paris,Fall,20.8,19.1,Rainy,92,1006,45,81,85,1,4
837,2032-04-06,Paris,Fall,2.1,2.1,Sunny,71,1002,8,10,8,11,23
838,2032-04-11,Berlin,Summer,17.0,17.0,Partly Cloudy,71,1008,19,85,15,5,16
839,2032-04-16,Mumbai,Fall,23.0,25.7,Partly Cloudy,88,1020,20,43,24,6,21
840,2032-04-21,Toronto,Spring,18.0,18.0,Cloudy,49,988,9,81,43,3,5
841,2032-04-26,Berlin,Summer,20.1,19.9,Cloudy,46,1022,21,63,33,1,8
842,2032-05-01,Dubai,Winter,8.3,6.7,Partly Cloudy,56,1022,28,33,27,4,29
843,2032-05-06,Berlin,Winter,7.8,7.8,Cloudy,76,986,8,86,28,1,10
844,2032-05-11,Tokyo,Winter,4.9,4.9,Cloudy,31,1021,4,64,37,3,10
845,2032-05-16,Tokyo,Summer,36.0,35.5,Partly Cloudy,92,983,39,54,25,6,19
846,2032-05-21,Toronto,Spring,10.2,10.2,Rainy,91,984,10,73,98,1,5
847,2032-05-26,Sydney,Fall,25.0,25.0,Sunny,48,984,0,0,2,7,10
848,2032-05-31,Mumbai,Fall,26.0,21.8,Partly Cloudy,46,990,41,37,9,5,13
849,2032-06-05,Toronto,Winter,5.6,5.6,Sunny,68,1020,0,8,4,9,22
850,2032-06-10,Paris,Winter,7.6,4.0,Cloudy,68,1007,38,94,37,2,10
851,2032-06-15,London,Summer,32.7,27.7,Partly Cloudy,65,995,45,70,5,4,24
852,2032-06-20,Mumbai,Spring,21.3,21.3,Sunny,69,1020,4,16,5,7,23
853,2032-06-25,Mumbai,Fall,28.9,23.9,Cloudy,74,1009,48,98,32,3,13
854,2032-06-30,Paris,Summer,19.2,19.0,Cloudy,33,983,21,51,28,3,7
855,2032-07-05,Paris,Fall,11.4,10.4,Sunny,54,981,25,17,9,9,28
856,2032-07-10,New York,Winter,-2.5,-2.5,Cloudy,59,1025,5,62,20,1,10
857,2032-07-15,Toronto,Fall,15.1,12.9,Partly Cloudy,58,982,31,32,16,6,11
858,2032-07-20,Paris,Spring,22.3,18.4,Sunny,80,1029,47,3,7,10,18
859,2032-07-25,Tokyo,Spring,22.7,22.7,Cloudy,53,1000,10,86,20,4,6
860,2032-07-30,Dubai,Winter,26.6,26.6,Cloudy,43,985,9,74,23,1,9
861,2032-08-04,London,Spring,22.0,16.8,Partly Cloudy,47,1022,46,51,11,7,13
862,2032-08-09,Toronto,Spring,13.0,9.4,Sunny,71,997,38,8,3,9,16
863,2032-08-14,Singapore,Summer,43.8,43.6,Partly Cloudy,86,1023,33,63,9,7,21
864,2032-08-19,Tokyo,Fall,14.6,12.6,Partly Cloudy,41,984,30,29,27,6,20
865,2032-08-24,Sydney,Winter,13.7,13.7,Sunny,46,988,11,7,3,10,16
866,2032-08-29,Paris,Winter,8.4,3.8,Sunny,59,999,43,4,4,11,19
867,2032-09-03,Singapore,Winter,20.9,20.9,Cloudy,52,1007,15,75,58,2,13
868,2032-09-08,Paris,Winter,6.5,3.1,Cloudy,30,1005,37,62,51,3,6
869,2032-09-13,Mumbai,Winter,8.5,8.5,Sunny,61,997,2,0,0,9,14
870,2032-09-18,Tokyo,Spring,17.9,17.9,Sunny,38,998,1,14,2,11,19
871,2032-09-23,Mumbai,Summer,37.5,37.5,Cloudy,44,982,4,88,34,2,13
872,2032-09-28,New York,Winter,9.3,9.3,Cloudy,57,988,10,81,37,4,6
873,2032-10-03,Mumbai,Summer,50.0,49.2,Partly Cloudy,53,1015,24,37,25,5,28
874,2032-10-08,New York,Summer,33.3,33.3,Partly Cloudy,89,1010,34,41,14,6,18
875,2032-10-13,New York,Spring,27.0,24.2,Partly Cloudy,64,1028,34,45,25,5,23
876,2032-10-18,Singapore,Winter,17.4,17.2,Cloudy,56,996,21,52,45,1,7
877,2032-10-23,Paris,Spring,11.7,8.5,Partly Cloudy,49,1002,36,25,13,5,17
878,2032-10-28,Sydney,Winter,20.0,19.8,Partly Cloudy,94,1013,21,60,28,5,24
879,2032-11-02,Mumbai,Spring,32.4,33.6,Partly Cloudy,78,1020,10,66,7,5,17
880,2032-11-07,Tokyo,Summer,22.7,20.5,Partly Cloudy,30,1020,31,53,5,7,13
881,2032-11-12,New York,Winter,-0.2,-3.0,Partly Cloudy,39,984,34,21,25,5,15
882,2032-11-17,Paris,Fall,13.3,11.3,Partly Cloudy,76,994,30,25,15,6,20
883,2032-11-22,London,Summer,37.0,34.9,Partly Cloudy,88,1026,44,82,20,6,21
884,2032-11-27,Toronto,Fall,14.2,14.2,Partly Cloudy,91,982,7,59,7,5,18
885,2032-12-02,Singapore,Summer,33.1,33.1,Partly Cloudy,47,998,19,38,25,5,27
886,2032-12-07,Sydney,Spring,20.1,16.7,Partly Cloudy,75,1007,41,35,13,7,26
887,2032-12-12,Berlin,Winter,0.3,-2.3,Partly Cloudy,61,982,33,20,15,4,12
888,2032-12-17,Singapore,Summer,38.6,38.6,Partly Cloudy,56,1017,3,40,21,6,22
889,2032-12-22,London,Spring,18.6,18.6,Partly Cloudy,47,983,17,47,5,7,15
890,2032-12-27,Toronto,Winter,-7.1,-7.1,Partly Cloudy,68,1003,3,25,13,6,23
891,2033-01-01,London,Winter,-11.5,-11.5,Partly Cloudy,78,1010,19,62,7,6,10
892,2033-01-06,Mumbai,Summer,32.7,33.2,Partly Cloudy,73,1024,8,76,14,5,13
893,2033-01-11,New York,Winter,-0.1,-0.1,Partly Cloudy,83,1024,15,35,9,6,27
894,2033-01-16,Sydney,Summer,33.3,32.3,Partly Cloudy,63,990,25,23,29,4,20
895,2033-01-21,Dubai,Winter,30.5,27.1,Cloudy,65,1016,37,89,56,1,12
896,2033-01-26,New York,Fall,15.3,14.5,Partly Cloudy,47,980,24,20,16,4,13
897,2033-01-31,Dubai,Spring,24.0,24.0,Sunny,67,988,3,17,2,11,11
898,2033-02-05,Toronto,Fall,3.8,-0.2,Sunny,88,996,40,14,8,7,10
899,2033-02-10,Paris,Summer,32.2,27.4,Cloudy,38,980,44,78,26,3,12
900,2033-02-15,Berlin,Fall,10.7,6.7,Sunny,80,982,40,5,6,8,19
901,2033-02-20,Tokyo,Summer,46.1,42.7,Partly Cloudy,64,1026,37,42,18,5,26
902,2033-02-25,New York,Winter,9.6,9.6,Partly Cloudy,34,1005,18,30,12,5,16
903,2033-03-02,Sydney,Winter,12.7,12.7,Partly Cloudy,43,1010,13,27,25,6,16
904,2033-03-07,London,Summer,20.2,20.2,Sunny,59,1005,20,7,1,9,22
905,2033-03-12,Sydney,Fall,9.7,9.7,Partly Cloudy,33,1002,14,28,29,4,10
906,2033-03-17,Toronto,Winter,-0.5,-0.5,Partly Cloudy,68,1009,2,20,7,5,10
907,2033-03-22,Dubai,Spring,24.1,24.4,Rainy,93,989,36,80,86,2,6
908,2033-03-27,London,Winter,13.3,7.5,Cloudy,54,987,49,87,49,3,5
909,2033-04-01,Tokyo,Spring,27.1,22.1,Cloudy,57,1023,45,57,53,4,10
910,2033-04-06,Tokyo,Fall,11.9,11.9,Partly Cloudy,51,1004,15,59,9,6,19
911,2033-04-11,New York,Spring,21.7,21.7,Partly Cloudy,60,1001,13,49,12,5,10
912,2033-04-16,Toronto,Spring,18.8,18.8,Cloudy,52,994,8,99,41,2,13
913,2033-04-21,Paris,Spring,24.5,20.4,Partly Cloudy,77,1020,46,30,13,4,14
914,2033-04-26,Toronto,Spring,17.7,17.7,Partly Cloudy,49,989,6,46,6,4,11
915,2033-05-01,Dubai,Winter,21.4,21.4,Partly Cloudy,67,999,13,33,19,7,12
916,2033-05-06,Sydney,Spring,16.6,16.6,Sunny,84,1020,5,1,7,7,12
917,2033-05-11,Tokyo,Winter,7.6,7.6,Partly Cloudy,30,1026,20,66,14,5,27
918,2033-05-16,Sydney,Spring,23.6,23.6,Cloudy,36,1002,14,93,26,1,11
919,2033-05-21,Sydney,Summer,38.7,41.1,Partly Cloudy,86,980,7,71,23,4,17
920,2033-05-26,Sydney,Fall,12.5,9.9,Cloudy,41,981,33,51,52,3,13
921,2033-05-31,Tokyo,Spring,9.8,6.0,Sunny,34,998,39,6,5,8,11
922,2033-06-05,Singapore,Summer,43.3,44.6,Cloudy,79,993,0,75,21,4,6
923,2033-06-10,Mumbai,Spring,23.6,21.6,Sunny,71,987,31,18,2,11,25
924,2033-06-15,Dubai,Spring,37.6,32.0,Cloudy,41,1017,48,89,47,1,11
925,2033-06-20,Singapore,Spring,19.4,19.4,Cloudy,47,991,4,91,33,4,8
926,2033-06-25,Dubai,Summer,50.0,48.2,Sunny,46,1005,29,14,4,11,14
927,2033-06-30,London,Fall,19.3,19.1,Rainy,91,1006,21,77,73,1,2
928,2033-07-05,Toronto,Summer,29.5,29.5,Partly Cloudy,70,1008,19,47,12,5,19
929,2033-07-10,Toronto,Fall,8.3,8.3,Sunny,63,994,15,13,1,7,22
930,2033-07-15,Berlin,Spring,19.7,19.7,Sunny,74,1025,6,2,5,11,24
931,2033-07-20,Toronto,Winter,6.2,6.2,Partly Cloudy,87,980,6,49,21,4,10
932,2033-07-25,Tokyo,Spring,25.2,20.9,Cloudy,80,1022,49,92,58,2,6
933,2033-07-30,Paris,Fall,11.3,5.5,Cloudy,63,1007,49,53,39,4,11
934,2033-08-04,New York,Summer,22.2,22.6,Sunny,73,982,1,5,0,11,23
935,2033-08-09,Berlin,Spring,10.4,5.2,Partly Cloudy,44,997,46,48,13,6,27
936,2033-08-14,New York,Summer,25.6,27.0,Partly Cloudy,79,1013,13,22,13,7,21
937,2033-08-19,Dubai,Summer,39.0,37.0,Cloudy,61,1011,30,91,57,2,9
938,2033-08-24,New York,Summer,21.2,15.4,Cloudy,32,1008,49,77,58,1,11
939,2033-08-29,New York,Spring,15.1,11.1,Cloudy,80,1004,40,77,48,2,14
940,2033-09-03,Berlin,Summer,30.3,31.4,Sunny,77,1005,13,19,3,11,22
941,2033-09-08,London,Summer,34.8,34.8,Partly Cloudy,46,1018,4,76,10,5,18
942,2033-09-13,Sydney,Spring,18.8,18.8,Cloudy,36,987,10,90,49,3,10
943,2033-09-18,Toronto,Summer,14.4,10.6,Partly Cloudy,42,998,39,59,19,5,16
944,2033-09-23,Toronto,Spring,12.2,12.2,Cloudy,33,1026,4,98,45,2,6
945,2033-09-28,Tokyo,Fall,21.7,20.1,Partly Cloudy,39,1021,28,44,26,5,24
946,2033-10-03,Berlin,Fall,5.4,5.4,Cloudy,46,1001,10,60,25,1,12
947,2033-10-08,Tokyo,Fall,18.4,18.4,Partly Cloudy,81,1008,4,55,11,7,29
948,2033-10-13,Paris,Summer,34.1,28.5,Sunny,35,1012,48,1,0,8,25
949,2033-10-18,Paris,Winter,-1.4,-3.6,Partly Cloudy,38,1017,31,44,10,7,26
950,2033-10-23,Tokyo,Winter,16.2,13.2,Partly Cloudy,50,1024,35,39,13,4,12
951,2033-10-28,Berlin,Summer,35.1,35.1,Partly Cloudy,53,1025,14,23,7,5,22
952,2033-11-02,Tokyo,Winter,-3.4,-3.4,Partly Cloudy,33,1014,18,28,18,4,18
953,2033-11-07,Toronto,Spring,9.5,9.3,Cloudy,53,1022,21,66,25,4,8
954,2033-11-12,Singapore,Winter,15.5,12.9,Cloudy,88,982,33,67,23,1,14
955,2033-11-17,Mumbai,Summer,28.2,28.2,Cloudy,32,998,16,65,35,1,14
956,2033-11-22,New York,Summer,35.1,35.1,Cloudy,69,989,11,83,42,4,7
957,2033-11-27,Mumbai,Spring,25.5,25.8,Cloudy,77,1006,24,53,42,1,8
958,2033-12-02,Berlin,Fall,15.3,15.3,Cloudy,83,994,16,52,48,4,7
959,2033-12-07,Mumbai,Summer,48.2,48.2,Partly Cloudy,64,990,9,78,13,7,28
960,2033-12-12,Paris,Spring,29.9,30.8,Partly Cloudy,85,1026,27,48,8,5,11
961,2033-12-17,Dubai,Winter,14.1,14.1,Partly Cloudy,69,1005,17,31,12,5,15
962,2033-12-22,New York,Winter,3.4,3.4,Partly Cloudy,75,1003,17,60,28,4,22
963,2033-12-27,Sydney,Spring,19.7,14.9,Partly Cloudy,42,992,44,41,12,4,24
964,2034-01-01,Berlin,Spring,10.8,8.6,Sunny,56,1011,31,0,7,7,19
965,2034-01-06,New York,Summer,13.7,13.7,Cloudy,35,1016,13,62,25,3,10
966,2034-01-11,Mumbai,Winter,11.2,11.2,Partly Cloudy,46,983,15,34,12,6,19
967,2034-01-16,Paris,Spring,29.3,23.5,Partly Cloudy,65,992,49,50,10,5,13
968,2034-01-21,London,Winter,2.7,2.7,Cloudy,31,988,17,70,33,4,12
969,2034-01-26,Singapore,Spring,29.9,31.6,Partly Cloudy,81,1028,15,44,18,6,15
970,2034-01-31,Sydney,Winter,10.1,10.1,Rainy,81,1013,16,76,94,2,5
971,2034-02-05,Singapore,Fall,22.0,22.3,Cloudy,72,1016,6,64,25,4,12
972,2034-02-10,New York,Summer,28.6,28.6,Sunny,51,1027,11,13,6,11,15
973,2034-02-15,Paris,Winter,11.5,8.9,Rainy,84,986,33,92,79,0,6
974,2034-02-20,Paris,Fall,19.7,19.7,Sunny,89,980,9,2,0,9,28
975,2034-02-25,Mumbai,Winter,8.8,8.8,Partly Cloudy,87,991,4,23,24,6,23
976,2034-03-02,Toronto,Winter,-16.1,-16.1,Partly Cloudy,41,1000,20,64,20,7,12
977,2034-03-07,Mumbai,Fall,24.0,24.0,Partly Cloudy,68,990,2,47,10,7,27
978,2034-03-12,Toronto,Winter,-0.5,-0.5,Sunny,42,1023,18,9,7,9,19
979,2034-03-17,Toronto,Winter,0.4,-4.4,Sunny,70,1023,44,12,3,7,23
980,2034-03-22,Sydney,Summer,29.9,27.7,Rainy,86,1023,43,99,76,1,7
981,2034-03-27,Mumbai,Fall,25.2,24.2,Rainy,82,993,34,72,94,2,7
982,2034-04-01,London,Fall,10.4,10.4,Sunny,41,1013,5,13,6,8,16
983,2034-04-06,Tokyo,Spring,17.6,17.6,Cloudy,42,1013,13,99,56,1,11
984,2034-04-11,Tokyo,Winter,17.9,17.9,Sunny,86,1004,3,9,6,9,20
985,2034-04-16,Mumbai,Summer,49.9,45.1,Partly Cloudy,69,983,44,39,22,6,27
986,2034-04-21,Mumbai,Winter,14.1,14.1,Partly Cloudy,74,1005,17,22,8,6,19
987,2034-04-26,Singapore,Winter,13.4,11.8,Cloudy,64,995,28,98,39,3,11
988,2034-05-01,Sydney,Spring,14.9,12.1,Cloudy,32,989,34,54,26,4,5
989,2034-05-06,Mumbai,Winter,17.6,14.2,Partly Cloudy,34,1024,37,62,8,4,26
990,2034-05-11,Singapore,Summer,35.2,35.2,Cloudy,40,981,15,70,20,1,5
991,2034-05-16,Toronto,Summer,24.2,26.4,Partly Cloudy,85,1014,19,41,21,5,15
992,2034-05-21,Paris,Spring,22.2,21.6,Cloudy,39,998,23,98,56,3,9
993,2034-05-26,Paris,Winter,-6.6,-9.4,Cloudy,63,985,34,65,54,3,7
994,2034-05-31,Toronto,Summer,20.7,16.1,Cloudy,60,998,43,78,22,2,14
995,2034-06-05,Berlin,Winter,-4.8,-4.8,Cloudy,70,987,18,72,54,4,14
996,2034-06-10,Singapore,Winter,19.8,19.8,Partly Cloudy,92,993,3,46,13,4,16
997,2034-06-15,Singapore,Winter,23.1,20.7,Partly Cloudy,61,989,32,80,9,6,16
998,2034-06-20,Toronto,Spring,14.4,14.4,Cloudy,49,982,1,51,44,2,10
999,2034-06-25,London,Winter,-4.1,-4.1,Sunny,86,1017,12,17,5,7,29
1000,2034-06-30,Dubai,Summer,50.0,46.6,Cloudy,79,1008,44,78,26,2,13
1001,2034-07-05,New York,Winter,7.1,5.3,Sunny,54,994,29,17,6,10,24
1002,2034-07-10,Toronto,Summer,19.9,17.3,Partly Cloudy,41,1002,33,23,27,4,18
1003,2034-07-15,Mumbai,Winter,24.6,22.8,Partly Cloudy,68,1002,29,22,8,6,16
1004,2034-07-20,Mumbai,Summer,39.3,38.7,Sunny,46,997,23,11,1,7,20
1005,2034-07-25,Sydney,Summer,50.0,45.2,Partly Cloudy,74,1025,47,22,22,7,14
1006,2034-07-30,Toronto,Winter,-2.2,-6.8,Partly Cloudy,40,998,43,20,11,6,18
1007,2034-08-04,Sydney,Winter,13.5,11.1,Cloudy,52,1007,32,63,29,1,10
1008,2034-08-09,Toronto,Summer,28.0,24.0,Cloudy,67,1005,40,89,42,4,11
1009,2034-08-14,Singapore,Fall,24.0,18.4,Cloudy,31,989,48,71,45,3,11
1010,2034-08-19,New York,Spring,12.7,12.7,Cloudy,66,1026,9,93,42,3,13
1011,2034-08-24,Singapore,Fall,19.5,19.5,Partly Cloudy,78,983,17,33,12,5,23
1012,2034-08-29,Dubai,Fall,32.0,33.6,Sunny,81,981,18,1,2,8,28
1013,2034-09-03,Paris,Winter,12.6,12.6,Partly Cloudy,62,982,6,68,15,7,20
1014,2034-09-08,Tokyo,Spring,19.6,19.6,Partly Cloudy,51,986,18,30,25,6,16
1015,2034-09-13,Toronto,Fall,-2.9,-3.5,Cloudy,34,995,23,96,25,1,10
1016,2034-09-18,Dubai,Winter,6.5,6.5,Partly Cloudy,47,1010,14,67,28,6,13
1017,2034-09-23,Paris,Fall,16.0,12.0,Cloudy,67,989,40,69,29,4,10
1018,2034-09-28,Berlin,Fall,6.5,2.3,Cloudy,66,998,41,86,33,1,7
1019,2034-10-03,New York,Winter,1.4,1.0,Sunny,93,1007,22,18,3,9,26
1020,2034-10-08,Sydney,Winter,5.2,5.2,Cloudy,39,996,3,71,25,1,5
1021,2034-10-13,Sydney,Winter,20.0,16.6,Sunny,71,1007,37,12,3,11,20
1022,2034-10-18,Singapore,Spring,32.9,33.9,Partly Cloudy,77,998,3,64,24,5,22
1023,2034-10-23,Mumbai,Fall,26.1,26.6,Sunny,73,1016,4,5,4,7,12
1024,2034-10-28,Paris,Winter,5.1,1.1,Cloudy,45,1002,40,70,58,2,6
1025,2034-11-02,Berlin,Summer,30.7,28.0,Partly Cloudy,83,999,43,26,6,7,18
1026,2034-11-07,Dubai,Fall,37.9,37.5,Cloudy,64,992,22,78,32,1,13
1027,2034-11-12,New York,Summer,34.3,30.5,Partly Cloudy,57,992,39,51,6,6,11
1028,2034-11-17,Paris,Spring,20.6,17.4,Cloudy,31,1022,36,97,51,4,12
1029,2034-11-22,Berlin,Winter,11.7,11.7,Cloudy,42,990,10,86,24,4,6
1030,2034-11-27,Tokyo,Summer,36.5,36.5,Partly Cloudy,70,1027,10,47,7,4,10
1031,2034-12-02,Toronto,Spring,19.1,19.1,Rainy,88,994,12,87,61,1,4
1032,2034-12-07,Sydney,Winter,1.8,1.8,Rainy,82,996,13,78,73,1,6
1033,2034-12-12,Dubai,Summer,37.9,38.5,Cloudy,74,1029,7,98,59,1,5
1034,2034-12-17,Sydney,Summer,37.0,36.2,Cloudy,49,1007,24,67,48,4,11
1035,2034-12-22,Dubai,Spring,35.1,35.1,Partly Cloudy,53,998,17,43,20,6,19
1036,2034-12-27,Singapore,Winter,18.7,14.1,Sunny,90,983,43,16,5,11,28
1037,2035-01-01,Mumbai,Winter,14.5,9.9,Rainy,87,1001,43,94,65,0,2
1038,2035-01-06,Dubai,Summer,34.2,34.2,Partly Cloudy,56,1001,17,37,22,7,27
1039,2035-01-11,Sydney,Summer,34.0,34.0,Sunny,55,1016,9,9,1,7,24
1040,2035-01-16,Singapore,Summer,44.5,44.5,Cloudy,36,1018,6,53,27,3,5
1041,2035-01-21,Dubai,Winter,27.8,22.2,Cloudy,71,1013,49,90,21,3,12
1042,2035-01-26,Tokyo,Spring,20.2,16.5,Sunny,76,1012,43,5,9,10,26
1043,2035-01-31,Mumbai,Spring,31.3,33.1,Sunny,82,1023,13,5,0,8,28
1044,2035-02-05,Dubai,Winter,15.5,15.5,Cloudy,88,1021,14,51,43,2,13
1045,2035-02-10,Singapore,Fall,23.7,23.7,Sunny,67,1019,15,14,9,7,15
1046,2035-02-15,Paris,Spring,25.2,27.0,Cloudy,82,1012,1,67,40,4,7
1047,2035-02-20,London,Summer,35.5,33.7,Partly Cloudy,44,991,29,56,10,4,17
1048,2035-02-25,Berlin,Fall,2.2,0.4,Cloudy,55,981,29,55,45,4,10
1049,2035-03-02,London,Fall,8.2,8.2,Sunny,77,1007,17,6,0,8,26
1050,2035-03-07,London,Spring,13.5,11.5,Cloudy,48,989,30,50,23,3,10
1051,2035-03-12,New York,Fall,5.5,0.9,Cloudy,38,1001,43,57,23,2,9
1052,2035-03-17,Tokyo,Fall,17.5,12.1,Partly Cloudy,93,996,47,63,23,5,11
1053,2035-03-22,Paris,Spring,2.8,2.8,Partly Cloudy,83,1005,12,25,10,5,21
1054,2035-03-27,Toronto,Spring,24.6,26.1,Partly Cloudy,80,982,19,57,29,7,16
1055,2035-04-01,Dubai,Fall,33.2,27.6,Partly Cloudy,68,986,48,30,12,5,15
1056,2035-04-06,Berlin,Summer,32.3,26.5,Partly Cloudy,33,1023,49,65,22,4,26
1057,2035-04-11,Mumbai,Winter,12.5,9.7,Cloudy,32,987,34,91,37,3,12
1058,2035-04-16,Paris,Fall,19.0,18.6,Sunny,93,999,22,12,9,10,15
1059,2035-04-21,Sydney,Fall,18.7,14.5,Sunny,58,991,41,17,6,11,28
1060,2035-04-26,Toronto,Summer,24.2,21.8,Cloudy,40,1014,32,93,36,4,9
1061,2035-05-01,New York,Fall,19.0,15.6,Rainy,87,996,37,74,62,1,2
1062,2035-05-06,New York,Fall,10.3,7.5,Sunny,56,1007,34,12,5,10,29
1063,2035-05-11,Paris,Winter,1.5,-1.5,Partly Cloudy,50,1020,35,23,19,7,25
1064,2035-05-16,Singapore,Winter,14.9,14.9,Cloudy,68,989,19,56,50,3,6
1065,2035-05-21,London,Winter,12.2,12.2,Partly Cloudy,75,1001,2,28,8,7,28
1066,2035-05-26,Sydney,Spring,16.9,16.9,Cloudy,65,1017,7,55,45,4,11
1067,2035-05-31,New York,Spring,15.6,11.8,Partly Cloudy,94,1012,39,53,20,6,17
1068,2035-06-05,Berlin,Winter,-3.2,-5.4,Sunny,92,1001,31,4,9,10,28
1069,2035-06-10,New York,Winter,6.9,5.3,Partly Cloudy,64,1023,28,34,21,7,10
1070,2035-06-15,Mumbai,Spring,33.6,33.6,Sunny,60,1016,6,18,8,7,22
1071,2035-06-20,Dubai,Summer,48.1,48.1,Partly Cloudy,57,992,1,54,11,4,10
1072,2035-06-25,New York,Fall,4.8,4.8,Cloudy,30,1006,20,76,46,4,6
1073,2035-06-30,Mumbai,Fall,16.6,16.6,Partly Cloudy,54,994,5,68,27,7,12
1074,2035-07-05,Paris,Winter,6.9,5.5,Partly Cloudy,72,1001,27,43,16,5,22
1075,2035-07-10,Paris,Summer,35.3,33.2,Partly Cloudy,92,1009,47,77,21,4,16
1076,2035-07-15,Toronto,Spring,19.4,15.2,Partly Cloudy,80,1022,41,37,13,5,11
1077,2035-07-20,New York,Winter,6.7,3.7,Cloudy,31,1019,35,61,27,4,6
1078,2035-07-25,Berlin,Summer,32.8,34.0,Partly Cloudy,93,1016,31,21,14,5,12
1079,2035-07-30,New York,Summer,30.5,25.7,Cloudy,38,1013,44,72,31,2,5
1080,2035-08-04,Berlin,Summer,23.0,18.8,Partly Cloudy,31,1023,41,39,9,6,27
1081,2035-08-09,Tokyo,Spring,24.0,19.0,Partly Cloudy,63,1013,45,25,24,6,14
1082,2035-08-14,Toronto,Spring,7.7,7.7,Sunny,89,1027,8,4,0,7,28
1083,2035-08-19,Tokyo,Fall,22.1,25.1,Rainy,90,1014,10,92,68,0,4
1084,2035-08-24,New York,Fall,15.1,14.7,Partly Cloudy,60,1021,22,53,19,6,19
1085,2035-08-29,Toronto,Summer,16.3,10.5,Cloudy,39,998,49,85,43,1,10
1086,2035-09-03,Tokyo,Summer,32.7,32.7,Partly Cloudy,65,987,10,48,6,5,27
1087,2035-09-08,London,Spring,25.2,20.8,Sunny,78,1018,48,2,3,10,24
1088,2035-09-13,New York,Fall,16.9,16.9,Cloudy,78,1012,1,91,23,1,12
1089,2035-09-18,Tokyo,Summer,36.3,36.3,Partly Cloudy,32,1023,2,37,27,7,25
1090,2035-09-23,London,Fall,7.5,7.5,Sunny,34,1007,10,13,2,7,13
1091,2035-09-28,London,Fall,13.7,7.9,Partly Cloudy,90,1016,49,46,20,6,28
1092,2035-10-03,Paris,Summer,28.7,25.9,Sunny,55,1027,34,13,7,7,17
1093,2035-10-08,New York,Spring,13.8,13.8,Partly Cloudy,34,1004,14,74,11,7,10
1094,2035-10-13,London,Summer,25.7,21.3,Partly Cloudy,44,1015,42,72,16,6,29
1095,2035-10-18,Paris,Summer,31.7,31.7,Partly Cloudy,45,996,10,37,16,6,22
1096,2035-10-23,Tokyo,Fall,2.7,0.7,Cloudy,30,1003,30,63,23,4,13
1097,2035-10-28,Mumbai,Summer,24.2,22.8,Partly Cloudy,45,1000,27,43,19,5,10
